Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2020,"6         ",Female,12,Right-Handed,154,23.5,124,1,Car,20,.412,38,Swimming,786,791,791,781,726,428,23,"Right foot",70,75,"Ring finger",March,Spring,Yes,No,Meat,Water,"Mathematics and statistics",7,9,3,"Yes - broadband connection","In person",100,150,0,5,20,27,10,10,10,30,35,8,0,1,Some,"Undergraduate degree",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,NY,2019,"10        ",Male,15,Right-Handed,169,25,169,2,Bus,20,0.363,40,Dancing,750,250,250,250,1000,850,25,"Same length",80,85,"Ring finger",November,Spring,No,No,"No favorite",Water,Art,7.5,9,3,"Yes - broadband connection","Internet chat or instant messaging",25,25,0,0,18,1,0,5,1,1,9,1,0,0,"A lot","High school",Techno/Electronic,"Freeze time",Rich,Politician,Other
USA,NY,2022,"12        ",Female,17,Right-Handed,154,23,160,1,Car,10,.33,42,"Hockey (Field)",825,1000,663,675,695,979,23,"Left foot",91,95,"Ring finger",May,Spring,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Text messaging",100,100,11,7,15,11,18,3,7,14,14,7,5,3,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person",Health
USA,NY,2016,"11        ",Female,16,Right-Handed,162,23,163,1,Car,3,0.417,34,Athletics,657,432,398,526,500,769,23,"Same length",78,84,"Ring finger",July,Spring,Yes,No,Breads/Sandwiches,Water,"Mathematics and statistics",6,8,3,"Yes - broadband connection","Text messaging",50,50,5,0,16,2,2,1,3,3,10,10,0,1,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"International aid"
USA,NY,2021,"12        ",Male,17,Right-Handed,172.7,26.5,177.5,1,Car,12,.398,42,"Football (American)",600,600,500,1000,1000,1000,27,"Left foot",90,95,"Ring finger",January,Summer,Yes,No,Seafood,Juice,"Mathematics and statistics",7,5,3,"Yes - other","Text messaging",100,100,10,3,20,7,0,0,10,10,100,20,20,0,"A lot","Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Actor,"Education/Youth development"
USA,NY,2017,"12        ",Female,17,Right-Handed,163,25,163,1,Car,13,.378,39,Dancing,390,267,187,930,807,647,25,"Same length",70,76,"Ring finger",June,Summer,No,No,Breads/Sandwiches,Water,Other,6.5,8,4,"Yes - broadband connection","Text messaging",500,500,12,4,1,4,1,0,3,3,2,5,20,.5,"Very little","Graduate degree",Country,Fly,Healthy,Relative,Health
USA,NY,2014,"12        ",Female,17,Right-Handed,171,16,170,1,Car,8,.998,48,Cycling,900,900,1000,400,700,800,16,"Left foot",55,60,"Ring finger",April,Fall,No,No,Poultry,Water,"Mathematics and statistics",7,7,6,"Yes - broadband connection","Text messaging",50,50,10,3,5,2,15,2,1,2,2,0,5,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,Teacher,"Education/Youth development"
USA,NY,2023,"12        ",Female,16,Right-Handed,168,23,172,2,"Rail (Train/Tram/Subway)",46,.329,41,"Table Tennis",500,500,500,500,650,750,24,"Left foot",90,89,"Index finger",November,Fall,Yes,No,Other,Water,"Mathematics and statistics",7.5,10,4,"Yes - broadband connection","Internet chat or instant messaging",100,300,5,3,30,7,2,2,50,80,80,10,0,0,"A lot","Undergraduate degree",Other,Telepathy,Happy,Actor,Environment
USA,NY,2011,"11        ",Female,15,Right-Handed,154,22.5,154,2,Walk,10,.343,33,Basketball,800,765,822,,840,892,22,"Right foot",60,70,"Ring finger",October,Spring,Yes,No,Other,Water,Languages,6,9,4,"Yes - broadband connection","Text messaging",10,11,49,2,5,84,1,35,20,3,84,96,6,2,"A lot","Graduate degree",Pop,Telepathy,Happy,"Musician or singer",Health
USA,NY,2019,"5         ",Female,11,Right-Handed,141,21,144,3kjk,Bus,8,10,11,Other,0,1,0,0,1,1,21,"Same length",7,7,"Same length",January,Summer,No,No,Pizza/Pasta,Milk,Music,9,9,7,"Yes - dial-up connection",Other,NO,NO,1,3,1,1,0,0,1,1," 0",0,0,2,"Very little",,Other,"Super strength",Healthy,Friend,Environment
USA,NY,2020,"6         ",Female,11,Right-Handed,152,12,38,1,"Rail (Train/Tram/Subway)",15,.484,48,Cycling,802,615,289,278,102,374,12,"Same length",76,76,"Same length",June,Spring,No,No,Desserts,Water,"Social studies",8,8,4,"Yes - other",,50,200,1,0,1,1,1,2,1,1,2,3,0,0,Some,"Graduate degree",Pop,Fly,Happy,Other,"Wildlife, animals"
USA,NY,2015,"12        ",Male,17,Right-Handed,183,29,179,2,Walk,10,.226,40,Soccer,861,348,529,400,973,968,29,"Left foot",9,10,"Ring finger",October,Summer,No,No,Meat,Water,Languages,6.5,10,3,"Yes - broadband connection","In person",5,10,9,0,25,5,12,2,2,2,10,4,0,1,"A lot","Graduate degree",Jazz,Fly,Happy,"Sports person","International aid"
USA,NY,2016,"11        ",Female,16,Right-Handed,165,24,159,1,Car,5,.386,37,"Hockey (Field)",900,800,850,700,500,500,23,"Right foot",77,76,"Index finger",February,Summer,No,No,Meat,Water,Science,7,9,3,,"Text messaging",200,250,50,15,10,20,20,0,10,10,10,5,15,2,"A lot","Graduate degree",Pop,"Freeze time",Happy,Other,"Wildlife, animals"
USA,NY,2023,"12        ",Male,16,Right-Handed,182,28,187,1,Walk,14,0.299,46,Baseball/Softball,203,219,0,273,904,1000,28.5,"Left foot",87,80,"Index finger",July,Spring,Yes,No,Poultry,Water,"Mathematics and statistics",9,10,4,"Yes - broadband connection","Text messaging",10,15,5,0.4,15,7,12,0,20,1,4,6,0,2,"A lot","Graduate degree",Country,"Freeze time",Happy,Relative,"Education/Youth development"
USA,NY,2019,"6         ",Female,29,Left-Handed,9999,9999,99999,9999,Boat,293,2349,q294,Basketball,asd,sadsa,asd,asd,ads,asd,213,"Left foot",123,123,"Ring finger",April,Spring,Yes,No,Poultry,Water,Art,123,123,123,"No internet connection","Myspace, Facebook, other social networking sites, or blog",123,1233,123,546,123,6781,568,1256,8345,254,3244,4,312,235,"A lot","Less than high school",Classical,Invisibility,Rich,Other,Health
USA,NY,2022,"12        ",Female,18,Right-Handed,161,23,160,2,"Rail (Train/Tram/Subway)",45,0.332,30,None,100,100,100,100,90,90,23,"Same length",89,90,"Ring finger",October,Spring,No,No,Desserts,Tea,"Computers and technology",5,8,3,"Yes - broadband connection","Internet chat or instant messaging",5,20,2,2,15,3,0,0,1,1,15,5,0,5,"A lot","Graduate degree",Pop,Telepathy,Happy,Other,Environment
USA,NY,2012,"7         ",Male,13,Right-Handed,135,20,146,1,Bus,30,.327,43,Baseball/Softball,1000,717,476,257,1000,1000,21,"Right foot",70,70,"Same length",October,Winter,No,No,"No favorite",Milk,Science,11,13,5,,,20,12,60,10,100,100,40,20,5,20,10,10,0,22,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Coach or club leader","International aid"
USA,NY,2013,"8         ",Female,13,Right-Handed,173.9,27,65,2,Car,5,.515,39,Swimming,422,455,1000,417,556,802,26,"Right foot",84,75,"Index finger",January,Spring,No,No,Seafood,"Soft drink (non-caffeinated)",Science,7,6,4,"Yes - broadband connection","Internet chat or instant messaging",57,59,4,0,9,2,1.5,1,1,1,10,4,3,3,"A lot","Graduate degree",Pop,Invisibility,Healthy,"Doctor or nurse",Health
USA,NY,2017,"6         ",Male,11,Right-Handed,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Female,17,Right-Handed,159,22.3,157,2,"Rail (Train/Tram/Subway)",55,0.314,44,Swimming,995,706,720,754,668,668,22.4,"Left foot",82.5,85.9,"Ring finger",March,Summer,Yes,No,Meat,Water,"Mathematics and statistics",5.5,7,4,"Yes - broadband connection","Text messaging",60,150,1,0.5,10,2,0,2,3,1,35,5,0,3,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Business person","International aid"
USA,NY,2012,"6         ",Female,10,Right-Handed,"150 ","23 ",143,3,Car,10,0.366,51,Other,1000,1000,1000,1000,5,5,23,"Same length",70,62,"Index finger",August,Fall,No,No,"Rice/Noodle dishes",Milk,Science,9,10,5,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",1,0,2,0,1,3,2,1,1,1,1,2,3,1,Some,"Some college",Country,Fly,Healthy,"Musician or singer","Wildlife, animals"
USA,NY,2023,"11        ",Male,15,Right-Handed,188.0,38.1,70,1,Car,15," 0.39",40,None,500,500,600,1000,1000,1000,188.0,"Same length",70,80,"Ring finger",September,Winter,,Yes,Meat,"Energy drink",History,6,9,4,"Yes - other","Cell phone",10,15,20,1,5,10,3,30,40,0,10,10,0,5,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,Actor,Health
USA,NY,2021,"12        ",Male,16,Right-Handed,177,25,173,3,"Rail (Train/Tram/Subway)",20,0.394,35,Cycling,695,824,588,754,920,1000,25,"Same length",86,87,"Ring finger",March,Fall,Yes,No,"Rice/Noodle dishes",Water,Science,7,9,4,"Yes - broadband connection","Internet chat or instant messaging",11,23,6,1,20,3,0,60,1,1,80,0,0,6,Some,"Graduate degree",Pop,"Freeze time",Rich,"Business person","Education/Youth development"
USA,NY,2019,"8         ",Female,13,Left-Handed,162,21,164,3,Bus,20,.345,51,Other,1000,1000,1000,1000,5000,6000,20,"Right foot",68,76,"Ring finger",May,Fall,No,No,"No favorite","Soft drink (caffeinated)",Music,6,10,4,"Yes - broadband connection","Cell phone",105,97,1,18,18,2,10,1,3,10,35,3,0,0,"A lot","Graduate degree",Classical,Fly,Happy,"Religious figure",Health
USA,NY,2012,"6         ",Female,11,Left-Handed,148,24,147,2,Walk,10,0.39,40,Dancing,652,652,652,652,551,551,24,"Same length",71,80,"Ring finger",May,Spring,No,No,Other,Juice,Other,10,10,5,"No internet connection","In person",0,0,49,1,2,8,7,2,2,2,2,5,0,7,Some,"Graduate degree",Pop,Telepathy,Famous,Relative,Health
USA,NY,2018,"12        ",Male,17,Right-Handed,183,27,186,1,Car,12,0.597,36,Basketball,25,20,20,25,50,70,25,"Right foot",76,86l,"Ring finger",January,Fall,No,No,Meat,Water,History,6,8,3,"Yes - broadband connection","In person",125,125,5,1,10,2,.5,8,1,10,12,12,20,10,Some,"Undergraduate degree",Other,Telepathy,Rich,"Religious figure",Religious
USA,NY,2023,"12        ",Female,16,Right-Handed,161.9,27,163,1,"Rail (Train/Tram/Subway)",60,0.39,36,Other,700,700,700,700,700,700,27,"Same length",65,70,"Ring finger",June,Spring,Yes,No,"Rice/Noodle dishes",Tea,English,7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,10,15,0,20,10,4,0,10,1,10,20,0,1,"A lot","Undergraduate degree",Other,Invisibility,Happy,Relative,"International aid"
USA,NY,2015,"6         ",Male,12,Right-Handed,,,,,,15,0.583,134,Athletics,765,594,1000,845,1000,909,18,"Same length",80,75,"Index finger",February,Spring,Yes,No,Seafood,Tea,Science,7,9,4,"Yes - broadband connection","Text messaging",24,25,1,7,9,11,6,1,9,3,2,7,1,1,Some,"Graduate degree",Pop,Fly,Famous,"Musician or singer","Wildlife, animals"
USA,NY,2016,"12        ",Female,15,Right-Handed,162,22,162,2,"Rail (Train/Tram/Subway)",37,.746,51,Other,950,700,700,700,200,100,23,"Left foot",8.6,9.1,"Ring finger",July,Fall,No,No,Soups,Coffee,Science,7,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",40,70,15,3,15,5,10,2,14,3,10,3,0,0,"A lot","Graduate degree",Jazz,Invisibility,Healthy,Other,Environment
USA,NY,2018,"12        ",Female,17,Right-Handed,171,27,,1,"Rail (Train/Tram/Subway)",45,0.339,44,Dancing,900,900,900,900,1000,1000,27,"Same length",7.5,7.0,"Index finger",April,Spring,No,No,Pizza/Pasta,Water,Other,5,12,3,"Yes - broadband connection","Text messaging",5,10,24,1,15,14,0,0,21,14,35,28,0,14,Some,"Graduate degree",Other,Telepathy,Happy,Actor,Health
USA,NY,2022,"12        ",Male,17,Right-Handed,177,,,1,Bus,25,0.244,27,"Hockey (Ice)",700,750,400,600,900,900,,"Right foot",,,"Ring finger",February,Spring,Yes,No,Desserts,Water,Science,7,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",,,,,,,,,,,,,,,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Arts, culture, sports"
USA,NY,2016,"12        ",Female,16,Right-Handed,162,25,167,3,"Rail (Train/Tram/Subway)",35,0.509,33,Dancing,465,134,326,690,840,1000,125,"Same length",92,98,"Ring finger",December,Spring,No,No,Desserts,Milk,Science,7,11,6,"Yes - broadband connection","In person",0,7,4,1,12,6,0,0,10,3,20,0,0,3,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"Education/Youth development"
USA,NY,2013,"12        ",Female,17,Right-Handed,159,126,158,1,Car,3,.391,50,Walking/Hiking,636,888,610,715,364,829,126,"Same length",100,90,"Same length",November,Spring,Yes,No,Desserts,Juice,"Mathematics and statistics",8,10,3,"Yes - broadband connection","Cell phone",150,150,15,2,0,20,10,1,10,10,10,5,15,15,Some,"Undergraduate degree",Country,Telepathy,Happy,Relative,"Wildlife, animals"
USA,NY,2019,"5         ",Male,10,Right-Handed,103,7,50,7,Bus,7,79,95,Soccer,0,1,10,2,10,3,3,"Same length",6,6,"Ring finger",January,Summer,No,No,"Rice/Noodle dishes",Water,Art,12,14,6,"Yes - broadband connection","In person",Non,Non,Yes,No,Yes,Yes,Yes,No,No,No,No,"Yes ","Yes ","Yes ","A lot",Other,"Rock and roll",Fly,Happy,Friend,Other
USA,NY,2018,"12        ",Female,17,Right-Handed,164,37,161,1,Car,6,.663,65,Lacrosse,800,500,500,500,1000,1000,37,"Same length",10,7,"Ring finger",June,Summer,Yes,No,Pizza/Pasta,Water,Science,8,12,3,"Yes - broadband connection","Cell phone",50,150,6,1,6,1,1,10,15,3,4,4,16,1,"A lot","Graduate degree",Pop,Fly,Healthy,"Community leader or elder","International aid"
USA,NY,2023,"12        ",Female,61,Right-Handed,162,20,163.5,1,Car,20,.971,74,Walking/Hiking,1000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2018,"12        ",Male,17,Right-Handed,164.1,9.8,171,4,"Rail (Train/Tram/Subway)",45,0.441,60,Soccer,500,500,900,900,1000,1000,9.8,"Same length",95,100,"Ring finger",June,Summer,No,No,Poultry,Water,"Computers and technology",7,10,4,"Yes - broadband connection","Internet chat or instant messaging",20,20,3,1,3,3,3,3,1,1,1,1,0,1,Some,"Graduate degree",Pop,"Freeze time",Healthy,Relative,Health
USA,NY,2017,"6         ",Female,12,Left-Handed,153,25,155,1,Bus,13,0.483,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2016,"6         ",Male,11,Right-Handed,142,22,132,1,Bus,45,0.384,48,Lacrosse,503,658,326,882,449,684,24,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2018,"9         ",Female,14,Right-Handed,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2015,"12        ",Male,18,Right-Handed,173,26,172,3,"Rail (Train/Tram/Subway)",30,.308,35,Basketball,1000,1000,1000,1000,1000,1000,27,"Left foot",90,100,"Ring finger",May,Summer,Yes,No,"No favorite",Water,"Computers and technology",5,12,4,"Yes - other","In person",100,100,30,5,10,5,2,0,50,50,30,0,0,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Friend,Health
USA,NY,2023,"12        ",Female,18,Right-Handed,177,24,179,1,Car,20,0.36,47,Basketball,818,439,311,487,668,401,25.1,"Left foot",83,85,"Ring finger",July,Summer,No,No,Desserts,Water,History,7,7,4,"Yes - broadband connection","Internet chat or instant messaging",120,300,20,25,15,5,10,0,25,7,30,10,5,7,"A lot","Graduate degree",Pop,Telepathy,Happy,Actor,"Arts, culture, sports"
USA,NY,2020,"12        ",Female,16,Right-Handed,163,24,159,2,"Rail (Train/Tram/Subway)",90,0.339,40,Athletics,1000,930,930,930,850,850,25,"Left foot",80,85,"Index finger",September,Fall,No,No,"Rice/Noodle dishes",Water,Science,6,10,4,"Yes - dial-up connection","Text messaging",30,40,"0 hrs","2 hrs","20 hr","3 hrs","0 hrs","1 hrs","6 hrs","5 hrs","50 hr","7 hrs","0 hrs","3 hrs","A lot","Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Community leader or elder","International aid"
USA,NY,2022,"11        ",Male,16,Right-Handed,"5,8",27.8,"6,1",2,Bicycle,7,0.34," ",Basketball,754,444,813,401,0,203,27.8,"Same length",73,78,"Ring finger",July,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",8,9-10,4,"Yes - other","In person",34,120,7,1,20,4,6,0,0,1,0,5,4,2,"A lot","Graduate degree","Rock and roll",Fly,Happy,"Sports person","International aid"
USA,NY,2022,"11        ",Female,17,Right-Handed,191,29,182,2,Car,11,0.366,39,Other,1000,20,0,800,100,300,29,"Same length",90,88,"Index finger",April,Spring,Yes,No,Other,Water,Art,7.5,8-10,5,"Yes - other","Cell phone",49,115,5,,,,,,,,,,,,,,,,,,
USA,NY,2019,"12        ",Female,17,Right-Handed,164,24,157,1,Car,12,0.367,38,Soccer,800,850,500,500,900,850,24,"Same length",66,67,"Ring finger",May,Fall,Yes,No,Pizza/Pasta,Coffee,Science,7,10,4,"Yes - broadband connection","Text messaging",200,230,5,0,7,3,12,1,10,5,16,7,5,1,Some,"Graduate degree",Country,Telepathy,Happy,Friend,Environment
USA,NY,2017,"6         ",Male,11,Right-Handed,161,23,154,2,Bus,18,0.375,41,"Football (American)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2022,"12        ",Male,15,Left-Handed,167,25,164,2,"Rail (Train/Tram/Subway)",60,0.27,46,Soccer,900,800,750,950,1000,1000,25,"Same length",83,90,"Ring finger",November,Spring,Yes,No,Pizza/Pasta,Milk,"Mathematics and statistics",4,10,4,"Yes - broadband connection","Internet chat or instant messaging",1000,1000,10,1,10,2,1,25,25,2,50,0,0,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,Actor,"International aid"
USA,NY,2022,"12        ",Male,17,Right-Handed,187,26,183,1,Bus,20,.278,40,None,160,144,465,332,396,1000,26,"Same length",90,90,"Same length",May,Winter,No,No,Poultry,Water,Science,6,8,5,"Yes - broadband connection",Other,0,0,25,0,8,2,0,10,1,3,,,,,,,,,,,
USA,NY,2012,"6         ",Female,11,Right-Handed,165,24,152,2,Car,30,43,40,Baseball/Softball,444,578,690,797,1000,1000,24,"Same length",8,10,"Ring finger",July,Fall,No,No,"Rice/Noodle dishes",Water,Science,9,8,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,0,9,2,5,10,8,0,0,0,0,2,0,3,"Very little","Graduate degree",Pop,Invisibility,Famous,"Religious figure",Health
USA,NY,2020,"6         ",Female,12,Right-Handed,147.3,22.86,139.7,1,Bus,20,0.406,50,Cycling,738,872,326,337,524,524,22.86,"Same length",63.5,57.15,"Index finger",May,Spring,No,No,Desserts,Milk,Music,10,11,6,"Yes - broadband connection",E-mail,0,0,0,0,8,20,7,3,0,0,7,3,0,1,Some,"Graduate degree",Pop,Fly,Happy,Relative,Environment
USA,NY,2011,"12        ",Male,17,Right-Handed,163,24,,2,Bus,20,0.374,,"Martial Arts",600,600,700,,900,1000,26,"Left foot",95,102,"Ring finger",March,Summer,No,No,Meat,"Soft drink (caffeinated)",Science,7,5,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,6,2,1,5,3,2,3,6,2,6,2,0,2,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,Health
USA,NY,2016,"6         ",Female,11,Right-Handed,157,22,157,1,Bus,30,.54,63,Running/Jogging,1000,500,1000,800,0,0,23,"Left foot",75,65,"Index finger",June,Spring,Yes,No,Pizza/Pasta,"Energy drink","Social studies",8,3,3,"No internet connection","Text messaging",5,9,50,100,300,1000,1000,0,1000,500,,500,0,500,,,,,,,
USA,NY,2011,"11        ",Female,18,Right-Handed,159.5,22,161,1,Bus,50,0.21,50,Swimming,540,540,503,,722,588,22,"Same length",90,100,"Ring finger",September,Summer,Yes,No,Poultry,Water,"Physical education",7,8,2,"Yes - broadband connection","In person",200,200,15,10,5,2,4,10,10,15,10,10,0,3,Some,"Undergraduate degree","Rap/Hip hop",,Rich,Actor,Health
USA,NY,2022,"12        ",Female,17,Left-Handed,159,21,158,2,"Rail (Train/Tram/Subway)",30,0.702,44,Swimming,85,85,90,90,95,95,23,"Left foot",79,72,"Index finger",September,Winter,Yes,No,"No favorite",Water,"Mathematics and statistics",7,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",,,10,15,6,40,5,16,6,10,35,4,10,6,Some,Other,Other,"Freeze time",Rich,Teacher,"Education/Youth development"
USA,NY,2014,"6         ",Male,12,Ambidextrous,155,25.5,155,1,Bus,20,0.002,36,Basketball,,,,,,,25.5,"Same length",80,80,"Same length",January,Fall,No,No,"No favorite","Soft drink (caffeinated)","Physical education",7,11,5,"Yes - broadband connection","In person",0,1,25,1,5,10,20,10,2,1,7,2,0,2,Some,"Graduate degree","Rap/Hip hop","Super strength",Famous,Other,Environment
USA,NY,2023,"12        ",Male,16,Right-Handed,174,27,180,2,"Rail (Train/Tram/Subway)",50,.297,34,None,701,604,604,701,802,802,27,"Same length",76,76,"Same length",November,Fall,No,No,Poultry,Water,History,5,8,4,"Yes - broadband connection","Internet chat or instant messaging",6,6,4,2,15,8,0,14,25,2,45,3,0,5,Some,"Undergraduate degree",Pop,"Freeze time",Rich,Relative,"International aid"
USA,NY,2018,"9         ",Male,15,Right-Handed,185,30.5,185,2,Car,5,0.802,89,Baseball/Softball,900,900,800,700,800,1000,30.5,"Same length",50.8,59.8,"Ring finger",March,Summer,No,No,Pizza/Pasta,"Sports drink","Physical education",6,3,3,"Yes - broadband connection",Other,6,10,6,3,2,14,10,12,4,1,1,7,0,5,Some,"Graduate degree","Rap/Hip hop","Super strength",Happy,"Sports person",Health
USA,NY,2016,"6         ",Female,11,Right-Handed,158,25,148,1,Bus,2,22.45,51,Soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2011,"5         ",Male,11,Right-Handed,153,22,141,1,Bus,20,0.281,42,Lacrosse,738,872,1000,,1000,1000,22,"Same length",80,70,"Index finger",November,Winter,No,No,Meat,"Sports drink","Physical education",8,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,4,1,3,4,7,7,4,2,4,6,0,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person","Arts, culture, sports"
USA,NY,2021,"11        ",Female,17,Right-Handed,160,22,158,1,"Rail (Train/Tram/Subway)",65,0.393,37,Running/Jogging,1000,750,500,500,1000,1000,21,"Right foot",72,71,"Index finger",December,Winter,No,No,Fruit,Water,English,6,9,4,"Yes - broadband connection","In person",150,160,5,10,40,10,3,0,7,7,60,3,0,5,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,"Education/Youth development"
USA,NY,2015,"6         ",Male,11,Right-Handed,155,35,146,0,Bus,60,0.56,38,"Football (American)","756 ",1000,1000,503,0,100,36,"Left foot",10,5,"Index finger",January,Fall,Yes,No,Other,Water,"Mathematics and statistics",9,12,6,"Yes - other","In person",27,4,3,1,1,6,2,1,3,6,7,1,0,3,"Very little","Graduate degree",Country,,,Other,"Arts, culture, sports"
USA,NY,2023,"12        ",Male,17,Left-Handed,183,26,100,2,Walk,5,0.027,30,Baseball/Softball,831,321,400,1000,589,1000,26,"Same length",8,8.5,"Ring finger",October,Fall,Yes,No,Poultry,Water,"Mathematics and statistics",7,9,4,"Yes - other","In person",40,50,5,4,1,0,5,0,8,4,10,1,0,0,"Very little","Graduate degree",Pop,"Freeze time",Famous,"Business person","Education/Youth development"
USA,NY,2019,"12        ",Male,17,Right-Handed,177.8,?,180,3,"Rail (Train/Tram/Subway)",75,.0001,.01,Basketball,,,,,,,Q,"Same length",Q,Q,"Same length",,Spring,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2022,"12        ",Male,17,Right-Handed,188,27,201,3,"Rail (Train/Tram/Subway)",75,.378,42,Basketball,850,900,650,700,700,1000,27,"Same length",112,118,"Ring finger",August,Winter,No,No,Poultry,Water,English,5,9,6,"Yes - broadband connection","Text messaging",300,600,10,6,15,40,4,8,30,10,20,10,,30,Some,"Graduate degree",Pop,"Freeze time",Happy,"Musician or singer","Wildlife, animals"
USA,NY,2015,"6         ",Male,12,Right-Handed,146,27,145,1,Car,5," 0359",60,"Football (American)",400,1000,556,135,439,1000,28,"Left foot",12,12,"Same length",February,Winter,No,No,Seafood,Water,"Physical education",10,6,,"Yes - dial-up connection","In person",0,0,2,0,2,1,16,1,0,0,3,3,0,90000,,,,,,,
USA,NY,2018,"12        ",Female,18,Right-Handed,177,26,,3,"Rail (Train/Tram/Subway)",50,0.426,32,Swimming,1000,1000,727,800,439,800,26,"Same length",95,101,"Ring finger",January,Winter,No,No,"No favorite",Water,Other,8,11,2,"Yes - broadband connection","In person",0,0,3,1,10,20,2,1,0,0,21,8,0,1,Some,"Graduate degree",Classical,Fly,Happy,Other,"Arts, culture, sports"
USA,NY,2015,"5         ",Male,10,Right-Handed,152,24,149,1,Bus,35,.45,60,Other,642,107,781,695,102,321,23,"Right foot",70,60,"Index finger",July,Summer,Yes,No,"No favorite",Water,"Physical education",10,10,4,"Yes - other","In person",10,9,33,,,,,,,,,,,,,,,,,,
USA,NY,2023,"12        ",Male,16,Left-Handed,181,28,,2,Bicycle,25,.302,52,Basketball,70,50,20,10,95,100,28,"Same length",100,95,"Index finger",October,Summer,No,No,"No favorite",Water,History,6,7,4,"Yes - broadband connection","Text messaging",30,50,15,10,10,7,10,5,10,3,10,8,0,5,"A lot","Undergraduate degree",Other,"Freeze time",Rich,Relative,"International aid"
USA,NY,2019,"5         ",Female,10,Right-Handed,142,20,114,2,Car,5,1.428,"81 ",Gymnastics,,,,,,,21,"Left foot"," 60",70,"Index finger",September,Summer,No,No,Meat,Water,"Computers and technology","8 1/2",6,3,"Yes - other",,0,0,"7 min",0,"4 min","8 min","5 min","5 min",0,0,"3 hrs","3 hrs",0,"10 mi","Very little","Less than high school","Rap/Hip hop",Fly,Famous,,"Arts, culture, sports"
